,陳情內容,回覆單位,問題類別,張貼日期,修改日期,人氣指數,答覆內容
32,家屬自辦殯葬事宜，是否可以?,高雄市政府民政局,民政區政,20130103,20130103,3734,目前法令未禁止家屬自辦殯葬事宜，惟提醒殮葬事宜涉有諸多專業(如印訃文、棺材...及佈置)，建議找合法殯葬業者辦理。
33,請問發現街友時應如何協助？,高雄市政府社會局,社會,20110121,20161219,3710,街友係指經常性露宿街頭、公共場所或居無定所需安置、輔導者，當發現街友時請立即通知警察局處理街友身分調查事宜，再由警察局視其需求及意願協助護送至本市三民或鳳山街友服務中心接受後續輔導服務。若街友有疑似違法事件請通報警察局查辦。承辦單位：社會局(社會救助科) 街友服務中心：惜緣居(三民)3432263，慈心園(鳳山)7190895
34,私有空地綠美化或作為公共收費停車場使用，地價稅有何優惠或補助?,高雄市政府財政局,財政,20100308,20121213,3706,回覆單位：財政局答覆內容：1.財政部於99年5月7日修正土地稅減免規則第9條規定，將無償供公共使用之私有土地，修改為無償供公眾通行之道路土地，故私有地綠美化供公共使用未作供公眾通行之道路部分已無地價稅全免規定之適用；惟為改善都市環境衛生及美化市容觀瞻，市府工務局訂有「高雄市私有空地綠美化地價稅補助辦法」，納稅人於繳納當年度地價稅後，得依前開規定向工務局申請相關證明及地價稅補助。2.依行政院100年6月8日院臺財字第1000029224號函規定，臨時路外停車場用地已不再准予適用土地稅法第18條第1項第5款規定按特別稅率課徵地價稅。是以，私有空地作為公共收費停車場使用，自100年6月8日起已無該項租稅優惠。至原已核准適用特別稅率之停車場用地，自核准設置年限屆滿之次年起，始恢復按一般用地稅率課徵地價稅。
35,什麼是遊說？,高雄市政府政風處,政風,20110125,20110125,3700,遊說是指遊說者意圖影響被遊說者或其所屬機關對於「法令」、「政策」或「議案」的形成、制定、通過、變更或廢止，而以口頭或書面方式，直接向被遊說者或其指定的人表達意見的行為。
36,受訓期間請領訓練生活津貼之金額與期間為何?,高雄市政府勞工局,勞工,20140117,20170120,3692,1.就業促進津貼實施辦法之職訓生活津貼：符合申請條件者，每月核發金額為基本工資百分之六十；領取期間以六個月為限，但身心障礙者以一年為限(須併計二年內依本辦法、就業保險法領取之職業訓練生活津貼及政府機關其他同性質之津貼或補助)。2.就業保險法之職訓生活津貼：符合非自願性離職身分優先請領本項津貼者，每月核發金額為按申請人離職辦理本保險退保之當月起前六個月平均月投保薪資百分之六十計算，請領期間最長六個月。
37,請問建築物使用執照謄本如何申請？,高雄市政府工務局,工務,20110107,20170526,3676,本項申請業務採隨到隨辦，單一窗口服務，至本局建築管理處第八課辦理，申請人需檢附以下文件：一、建物登記簿謄本或建物所有權狀影本。二、建物有權人印章等兩項文件承辦單位：建築管理處第八課電話：3314551  3368333-5343
38,如果大樓的區分所有權人會議程序有問題，行政機關是否可以撤銷？,高雄市政府工務局,工務,20151130,20151130,3658,依據內政部營建署92年3月13日營署建管字第0920010484號函釋略以：「…所詢公寓大廈區分所有權人會議之開議，未達區分所有權人法定人數之出席時，行政機關得否據以作成該次會議『自屬無效』之處分疑義乙節，查公寓大廈管理條例暨施行細則尚無相關規定。」，依上開函釋說明，若該次會議有所爭議，應再召開區分所有權人會議或逕循司法途徑解決。承辦單位：建築管理處第六課電話：07-3368333轉2426
39,請問高雄市身心障礙者職業重建服務內容、對象為何？,高雄市政府勞工局,勞工,20141128,20170120,3633,1.職業重建的目的在追求身心障礙者適性、穩定的就業，過程中需要多項服務資源及不同專業人員共同協助，職業重建服務窗口的設立就是為了要確保身心障礙者能夠獲得連續性、無接縫的適當服務。服務窗口由個案管理員主責，透過會談、評量…等方式來瞭解求職者的能力及需求，訂出個別化的服務計畫後，再依需求結合職業輔導評量員、就業服務員、職業訓練師（員）…等專業人員，共同提供整合性的全面服務。2.設籍或居住本市，年滿15歲至64歲有就業需求之身心障礙者；求職者可逕行前往或電洽諮詢本市各職業重建服務窗口，或經由社政、醫療、教育、勞政等單位評估後進行轉介。3. 身心障礙者接受職業重建個案管理服務時，應注意下列事宜：(1)身心障礙者接受職業重建個案管理服務，請詳實告知個人相關資料、已運用之資源，並積極配合個案管理員之輔導與建議。(2)連絡電話或地址有變更、約定時間無法如期出席時，請即時告知。(3)接受服務過程中如有任何疑問或建議，請隨時向個案管理員反應；主動參與是服務能否成功的關鍵。
40,如何上網查詢高雄市合法立案之托嬰中心資料？,高雄市政府社會局,社會,20051025,20161215,3628,社會局網址：http://socbu.kcg.gov.tw首頁/托育福利／托育機構輔導與管理／托嬰中心名冊(含收退費基準)。
41,請問高雄市職務再設計補助服務申請流程為何？,高雄市政府勞工局,勞工,20140117,20170320,3615,1.申請者填寫申請表並檢附將相關證明文件送本局博愛職業技能訓練中心。2.文件初審合格後，由博愛職業技能訓練中心安排專家到工作現場進行訪視，了解問題並給予改善之建議。3.召開審查會議核定補助項目及金額後，通知申請單位。4.流程及申請表件可至網站下載(http://poai.kcg.gov.tw，首頁─職業重建─職務再設計)
42,善心人士欲捐錢、棺木、塔位、骨灰罐…等如何處理？,高雄市政府民政局,民政區政,20130103,20130103,3596,目前本處並無受理捐款、捐棺等服務。
43,骨灰研磨收費及必備條件?,高雄市政府民政局,民政區政,20130103,20161215,3544,(1)本市市民免費，外縣市民眾研磨規費300元(2)填申請書、申請人身分證影本、火化許可證明，非停爐日則當日即可完成。(3)起掘後骨灰研磨：起掘證明、除戶謄本、填申請書、申請人身分證影本(親屬關係證明)。
44,假日領屍應注意事項？,高雄市政府民政局,民政區政,20130103,20161215,3538,(1)戶籍地為本市，請先於假日上午8時至下午4時至本處申請，本處開具領屍單，並請於上班時間補繳規費。(2)如運回外縣市時， 應請先於假日上午8時至下午4時至本處預付規費，本處開具領屍單，並請於上班時間補取或由本處寄送規費收據。
45,港警所、警察局來電請載運無名屍，如何處理？,高雄市政府民政局,民政區政,20130103,20130103,3532,(1)經確定身分及家屬者，由家屬自行處理。(2)確定為無名屍時，櫃檯登記簿填寫相關資料。(3)通知年度契約廠商請其向港警所、警察局聯繫確認。
46,戶籍謄本如何申請？規費多少？,高雄市政府民政局,民政區政,20110127,20161229,3531,一、戶籍謄本可以由本人親自辦理或委託他人申請。二、申請人可以在全國任一戶政事務所申請戶籍謄本。三、戶籍謄本規費每張新台幣15元。四、須備證件：（一）申請人（本人、利害關係人、受委託人）國民身分證正本、印章(可簽名)。（二）以利害關係人申請者，須繳附利害關係證明文件正本。（三）委託他人申請者，應另附當事人委託書或授權書(當事人事先填具)。（四）以上利害關係證明文件、委託書或授權書係在國外作成者，應經駐外單位驗證；如在大陸地區作成者，應經海基會驗證。
47,請問如何承租非公用市有地？,高雄市政府財政局,財政,20100308,20110126,3464,答覆內容：有關如何承租非公用市有地，其條件為在民國 82 年 7 月 21 日 以前已實際使用者，除本府認為需要重新規劃外，如不妨礙都市計畫，經占有人持憑房屋稅籍或戶籍謄本或水、電繳納證明或空照圖影本或相關機關之證明，並繳納占用期間使用補償金者，出租予占有人。其出租面積以占用面積為原則。承辦單位：非公用財產管理科
48,請問申請經濟弱勢市民重傷病住院看護費補助資格為何？申請時須檢具哪些資料？,高雄市政府社會局,社會,20110121,20161219,3453,一、補助對象 無家屬或其家屬無法看護且符合以下條件之一者：(一)本市列冊之低收入戶。(二)本市列冊之中低收入戶。(三)領有本市中低收入老人生活津貼或身心障礙者生活補助者。二、補助條件 (一)因疾病或傷害於住院期間經醫師診斷證明生活無法自理，須聘僱專人看護所生之費用。(二)看護費用補助應扣除已領取之其他保險給付，已領取政府機關相同性質的其他補助者，不得重複申請。(三) 有以下情形之一時，其看護費用不予補助：1.罹患衛生福利部中央健康保險署公告之長期慢性病，不願接受主管機關轉送安養、養護機構或護理之家而選擇住院者。2.入住骨髓移植病房、亞急性（慢性）呼吸照護病房、燒燙傷加護病房或其他各類加護病房者。3.經醫師認定疾病具重大傳染力須入住隔離病房者。(四)申請看護費用應聘僱具有照顧服務員資格且與補助者非三等親以內親屬關係。三、申請方式 應於出院或看護行為發生後三個月內填具申請表，並檢附下列應備文件，向戶籍所在地區公所提出申請：(一)申請表。(二)低收入戶、中低收入戶、中低收入老人生活津貼或身心障礙者生活補助證明。(三)醫療院所診斷證明書正本(載明住院期間生活無法自理，須聘僱專人看護及載明入出院日期與入出加護病房日期)。(四)金融機構存摺封面影本及領款收據。(五)家屬無法看護之相關證明文件 (如在職證明、學生證、醫師診斷證明等)。(六)看護費用收據正本(須載明看護日期、時間、班別單價、總金額及看護比例，並由醫師、護理人員或社會工作人員蓋職章證明)。 (七)看護人員身分證正反面影本及其照顧服務員職前訓練結業證書影本。(八)其他證明：切結書、受託代辦人身分證正反面影本、其他經主管機關指定之文件。四、服務單位及電話 本市各區公所社會(經)課(初審)、社會局社會救助科3368333轉2060、3373372~5
